13;586585;PREMIUM BEVERAGE ICE;WATER.;0.0;0.0;0.0;0.0;0.0;
1;458966;POTATO SALAD;RUSSET POTATOES, MAYONNAISE (SOYBEAN OIL, WATER, EGG YOLKS, VINEGAR, SALT), SUGAR, HARD COOKED EGGS, WATER, CELERY, MUSTARD (VINEGAR, WATER, MUSTARD SEEDS, SALT, TURMERIC, PAPRIKA, SPICE, GARLIC POWDER), ONION, VINEGAR, SALT, MODIFIED CORN STARCH, CELERY SEED, POTASSIUM SORBATE (PRESERVATIVE), SODIUM BENZOATE (PRESERVATIVE), XANTHAN GUM, OLEORESIN TURMERIC, OLEORESIN PAPRIKA.;18.0;28.0;2.0;3.0;280.0;
5;415269;RAFFAELLO, ALMOND COCONUT TREAT;VEGETABLE OILS (PALM AND SHEANUT). DRY COCONUT, SUGAR, ALMONDS, SKIM MILK POWDER, WHEY POWDER (MILK), WHEAT FLOUR, NATURAL AND ARTIFICIAL FLAVORS, LECITHIN AS EMULSIFIER (SOY), SALT, SODIUM BICARBONATE AS LEAVENING AGENT.;15.0;12.0;1.0;2.0;190.0;
1;458658;CRUSHED TOMATOES IN TOMATO PUREE;ORGANIC TOMATO PUREE, ORGANIC TOMATOES, SEA SALT, NATURALLY DERIVED CITRIC ACID.;0.0;4.0;2.0;1.0;20.1;
6;485568;PICKLES & PEPPERS;CUCUMBERS, PEPPERS, WATER, SUGAR, VINEGAR, SALT, GARLIC, ALUM, NATURAL FLAVOR, TUMERIC AND 1/10 OF 1% SODIUM BENZOATE AS A PRESERVATIVE.;0.0;8.0;0.0;0.0;33.0;
1;586545;HONEY HARISSA BEEF JERKY;BEEF, TERIYAKI SAUCE (SOY SAUCE [WATER, WHEAT, SOY BEANS, SALT], WINE, WATER, VINEGAR, SALT, SPICES, ONION POWDER, SUCCINIC ACID, GARLIC POWDER, SODIUM BENZOATE [PRESERVATIVE]), SOY SAUCE (WATER, WHEAT, SOYBEANS, SALT), WATER, HONEY, TURMERIC, HARISSA SAUCE (RED BELL PEPPER, RED CHILI PEPPER, GARLIC, EXTRA VIRGIN OLIVE OIL, CIDER VINEGAR, SALT, CITRIC ACID), CUMIN, GINGER, CINNAMON, GROUND PEPPER.;1.0;2.0;0.0;10.0;59.9;
2;456856;THIN SPAGHETTI ENRICHED MACARONI PRODUCT;SEMOLINA, NIACIN, FERROUS SULFATE (IRON), THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID.;1.0;41.0;2.0;7.0;200.0;
2;584566;MEDIUM THICK & CHUNKY SALSA;CRUSHED TOMATOES (WATER, CONCENTRATED CRUSHED TOMATOES), ONIONS, JALAPENO PEPPERS, DICED TOMATOES IN TOMATO JUICE, SALT, DISTILLED VINEGAR, DEHYDRATED ONIONS, GARLIC, NATURAL FLAVORING.;0.0;2.0;1.0;0.0;9.9;
1;458568;SIGNATURE KITCHENS, JUMBO HAMBURGER BUNS;UNBLEACHED ENRICHED WHEAT FLOUR (FLOUR, BARLEY MALT, NIACIN, IRON, THIAMIN MONONITRATE [VITAMIN B1], RIBOFLAVIN [VITAMIN B2], FOLIC ACID), WATER, CORN SYRUP, YEAST, CONTAINS 2% OF LESS OF: SOYBEAN OIL, SALT, WHEAT GLUTEN, DOUGH CONDITIONERS (CONTAINS ONE OR MORE OF THE FOLLOWING: MONO & DIGLYCERIDES, ETHOXYLATED MONO AND DIGLYCERIDES, SODIUM STEAROYL LACTYLATE, CALCIUM PEROXIDE, DATEM, ASCORBIC ACID, ENZYMES), SOY FLOUR, SUGAR, CALCIUM PROPIONATE (TO RETAIN FRESHNESS), YEAST NUTRIENTS (CALCIUM SULFATE, CALCIUM CARBONATE, MONOCALCIUM PHOSPHATE, AMMONIUM SULFATE), SORBIC ACID, WHEAT STARCH, SESAME SEEDS, SOY LECITHIN.;1.5;24.0;1.0;4.0;130.0;
